position,gene,ID,type,start,end,strand,strain,central_gene
5,araC,ECOR49_04528,CDS,150653,151531,-,ECOR49_PROKKA,sgrR_2
6,araB_2,ECOR49_04529,CDS,151870,153570,+,ECOR49_PROKKA,sgrR_2
7,araA,ECOR49_04530,CDS,153581,155083,+,ECOR49_PROKKA,sgrR_2
8,araD,ECOR49_04531,CDS,155252,155947,+,ECOR49_PROKKA,sgrR_2
9,polB,ECOR49_04532,CDS,156022,158373,+,ECOR49_PROKKA,sgrR_2
10,rapA,ECOR49_04533,CDS,158537,161443,+,ECOR49_PROKKA,sgrR_2
-9,dosP,ECOR50_04636,CDS,3258,5657,+,ECOR50_PROKKA,sra
-8,ddpX,ECOR50_04637,CDS,5915,6496,+,ECOR50_PROKKA,sra
-7,ddpA,ECOR50_04638,CDS,6510,8060,+,ECOR50_PROKKA,sra
-6,ddpB,ECOR50_04639,CDS,8062,9084,+,ECOR50_PROKKA,sra
-5,ddpC,ECOR50_04640,CDS,9081,9977,+,ECOR50_PROKKA,sra
-4,ddpD,ECOR50_04641,CDS,9974,10960,+,ECOR50_PROKKA,sra
-3,ddpF,ECOR50_04642,CDS,10953,11879,+,ECOR50_PROKKA,sra
-2,osmC,ECOR50_04643,CDS,11935,12366,-,ECOR50_PROKKA,sra
-1,bdm,ECOR50_04644,CDS,12711,12926,+,ECOR50_PROKKA,sra
1,maeA,ECOR50_04645,CDS,13322,15019,+,ECOR50_PROKKA,sra
2,adhP,ECOR50_04646,CDS,15153,16163,+,ECOR50_PROKKA,sra
3,yddM,ECOR50_04647,CDS,16309,16593,+,ECOR50_PROKKA,sra
4,nan,ECOR50_04648,CDS,111,1742,-,ECOR50_PROKKA,sra
5,metH,ECOR50_04649,CDS,1962,5645,-,ECOR50_PROKKA,sra
6,iclR,ECOR50_04650,CDS,5845,6669,+,ECOR50_PROKKA,sra
7,nan,ECOR50_04651,CDS,6986,9172,+,ECOR50_PROKKA,sra
8,aceK,ECOR50_04652,CDS,9141,10877,-,ECOR50_PROKKA,sra
9,aceA,ECOR50_04653,CDS,10926,12230,-,ECOR50_PROKKA,sra
10,aceB,ECOR50_04654,CDS,12260,13861,-,ECOR50_PROKKA,sra
-9,yddG,ECOR47_02145,CDS,13660,14484,-,ECOR47_PROKKA,sra
-8,fdnG_1,ECOR47_02146,CDS,14773,15360,+,ECOR47_PROKKA,sra
-7,fdnG_2,ECOR47_02147,CDS,15409,17820,+,ECOR47_PROKKA,sra
-6,fdnH_1,ECOR47_02148,CDS,17833,18717,+,ECOR47_PROKKA,sra
-5,fdnI,ECOR47_02149,CDS,18710,19363,+,ECOR47_PROKKA,sra
-4,yddM,ECOR47_02150,CDS,19591,19875,-,ECOR47_PROKKA,sra
-3,higB_1,ECOR47_02151,CDS,19875,20153,-,ECOR47_PROKKA,sra
-2,nan,ECOR47_02152,CDS,20249,20419,+,ECOR47_PROKKA,sra
-1,adhP,ECOR47_02153,CDS,20339,21349,-,ECOR47_PROKKA,sra
1,maeA,ECOR47_02154,CDS,21483,23180,-,ECOR47_PROKKA,sra
2,sra,ECOR47_02155,CDS,23337,23474,-,ECOR47_PROKKA,sra
3,bdm,ECOR47_02156,CDS,23576,23791,-,ECOR47_PROKKA,sra
4,osmC,ECOR47_02157,CDS,24136,24567,+,ECOR47_PROKKA,sra
5,ddpF,ECOR47_02158,CDS,24623,25549,-,ECOR47_PROKKA,sra
6,ddpD,ECOR47_02159,CDS,25542,26528,-,ECOR47_PROKKA,sra
7,ddpC,ECOR47_02160,CDS,26525,27421,-,ECOR47_PROKKA,sra
8,ddpB,ECOR47_02161,CDS,27418,28440,-,ECOR47_PROKKA,sra
9,ddpA,ECOR47_02162,CDS,28442,29992,-,ECOR47_PROKKA,sra
10,ddpX,ECOR47_02163,CDS,30006,30587,-,ECOR47_PROKKA,sra
-9,gadW_2,ECOR47_03844,CDS,220762,221490,-,ECOR47_PROKKA,ssuA
-8,gadX_2,ECOR47_03845,CDS,221859,222683,-,ECOR47_PROKKA,ssuA
-7,nan,ECOR47_03846,CDS,91,549,+,ECOR47_PROKKA,ssuA
-6,ldrD_2,ECOR47_03847,CDS,311,418,-,ECOR47_PROKKA,ssuA
-5,nan,ECOR47_03848,CDS,112,456,+,ECOR47_PROKKA,ssuA
-4,ssuB,ECOR47_03849,CDS,662,1429,-,ECOR47_PROKKA,ssuA
-3,ssuC_2,ECOR47_03850,CDS,1426,2220,-,ECOR47_PROKKA,ssuA
-2,ssuD,ECOR47_03851,CDS,2229,3374,-,ECOR47_PROKKA,ssuA
-1,ssuA,ECOR47_03852,CDS,3371,4330,-,ECOR47_PROKKA,ssuA
1,ssuE,ECOR47_03853,CDS,4323,4898,-,ECOR47_PROKKA,ssuA
2,pyrD,ECOR47_03854,CDS,5135,6145,+,ECOR47_PROKKA,ssuA
3,zapC,ECOR47_03855,CDS,6319,6861,+,ECOR47_PROKKA,ssuA
4,ycbX,ECOR47_03856,CDS,6858,7967,-,ECOR47_PROKKA,ssuA
5,rlmL,ECOR47_03857,CDS,8211,10319,+,ECOR47_PROKKA,ssuA
6,uup,ECOR47_03858,CDS,10331,12238,+,ECOR47_PROKKA,ssuA
7,pqiA,ECOR47_03859,CDS,12368,13621,+,ECOR47_PROKKA,ssuA
8,pqiB,ECOR47_03860,CDS,13626,15266,+,ECOR47_PROKKA,ssuA
9,pqiC,ECOR47_03861,CDS,15263,15826,+,ECOR47_PROKKA,ssuA
10,rmf,ECOR47_03862,CDS,16082,16249,+,ECOR47_PROKKA,ssuA
-9,nan,ECOR47_03843,CDS,220336,220617,-,ECOR47_PROKKA,ssuE
-8,gadW_2,ECOR47_03844,CDS,220762,221490,-,ECOR47_PROKKA,ssuE
-7,gadX_2,ECOR47_03845,CDS,221859,222683,-,ECOR47_PROKKA,ssuE
-6,nan,ECOR47_03846,CDS,91,549,+,ECOR47_PROKKA,ssuE
-5,ldrD_2,ECOR47_03847,CDS,311,418,-,ECOR47_PROKKA,ssuE
-4,nan,ECOR47_03848,CDS,112,456,+,ECOR47_PROKKA,ssuE
-3,ssuB,ECOR47_03849,CDS,662,1429,-,ECOR47_PROKKA,ssuE
-2,ssuC_2,ECOR47_03850,CDS,1426,2220,-,ECOR47_PROKKA,ssuE
-1,ssuD,ECOR47_03851,CDS,2229,3374,-,ECOR47_PROKKA,ssuE
1,ssuA,ECOR47_03852,CDS,3371,4330,-,ECOR47_PROKKA,ssuE
2,ssuE,ECOR47_03853,CDS,4323,4898,-,ECOR47_PROKKA,ssuE
3,pyrD,ECOR47_03854,CDS,5135,6145,+,ECOR47_PROKKA,ssuE
4,zapC,ECOR47_03855,CDS,6319,6861,+,ECOR47_PROKKA,ssuE
5,ycbX,ECOR47_03856,CDS,6858,7967,-,ECOR47_PROKKA,ssuE
6,rlmL,ECOR47_03857,CDS,8211,10319,+,ECOR47_PROKKA,ssuE
7,uup,ECOR47_03858,CDS,10331,12238,+,ECOR47_PROKKA,ssuE
8,pqiA,ECOR47_03859,CDS,12368,13621,+,ECOR47_PROKKA,ssuE
9,pqiB,ECOR47_03860,CDS,13626,15266,+,ECOR47_PROKKA,ssuE
10,pqiC,ECOR47_03861,CDS,15263,15826,+,ECOR47_PROKKA,ssuE
-9,ydhX_1,ECOR47_01105,CDS,169045,169713,-,ECOR47_PROKKA,sufD
-8,ydhW,ECOR47_01106,CDS,169777,170415,-,ECOR47_PROKKA,sufD
-7,ydhV,ECOR47_01107,CDS,170428,172530,-,ECOR47_PROKKA,sufD
-6,ydhY,ECOR47_01108,CDS,172551,173177,-,ECOR47_PROKKA,sufD
-5,fumD,ECOR47_01109,CDS,173633,173842,-,ECOR47_PROKKA,sufD
-4,pykF,ECOR47_01110,CDS,174399,175811,+,ECOR47_PROKKA,sufD
-3,lpp,ECOR47_01111,CDS,176122,176358,+,ECOR47_PROKKA,sufD
-2,ynhG,ECOR47_01112,CDS,176422,177426,-,ECOR47_PROKKA,sufD
-1,sufE,ECOR47_01113,CDS,177575,177991,-,ECOR47_PROKKA,sufD
1,sufS,ECOR47_01114,CDS,178004,179224,-,ECOR47_PROKKA,sufD
2,sufD,ECOR47_01115,CDS,179221,180492,-,ECOR47_PROKKA,sufD
3,sufC,ECOR47_01116,CDS,180467,181213,-,ECOR47_PROKKA,sufD
4,sufB,ECOR47_01117,CDS,181223,182710,-,ECOR47_PROKKA,sufD
5,sufA,ECOR47_01118,CDS,182719,183087,-,ECOR47_PROKKA,sufD
6,nan,ECOR47_01119,CDS,183636,183824,-,ECOR47_PROKKA,sufD
7,menI,ECOR47_01120,CDS,183924,184334,-,ECOR47_PROKKA,sufD
8,nan,ECOR47_01121,CDS,184331,187387,-,ECOR47_PROKKA,sufD
9,ydiK,ECOR47_01122,CDS,187776,188888,+,ECOR47_PROKKA,sufD
10,nan,ECOR47_01123,CDS,189317,189673,+,ECOR47_PROKKA,sufD
-9,ydhX_2,ECOR53_02386,CDS,146179,146847,-,ECOR53_PROKKA,sufD
-8,ydhW,ECOR53_02387,CDS,146911,147549,-,ECOR53_PROKKA,sufD
-7,ydhV,ECOR53_02388,CDS,147562,149664,-,ECOR53_PROKKA,sufD
-6,ydhY,ECOR53_02389,CDS,149685,150311,-,ECOR53_PROKKA,sufD
-5,fumD,ECOR53_02390,CDS,150767,150976,-,ECOR53_PROKKA,sufD
-4,pykF,ECOR53_02391,CDS,151533,152945,+,ECOR53_PROKKA,sufD
-3,lpp,ECOR53_02392,CDS,153256,153492,+,ECOR53_PROKKA,sufD
-2,ynhG,ECOR53_02393,CDS,153555,154559,-,ECOR53_PROKKA,sufD
-1,sufE,ECOR53_02394,CDS,154708,155124,-,ECOR53_PROKKA,sufD
1,sufS_1,ECOR53_02395,CDS,155137,155964,-,ECOR53_PROKKA,sufD
2,sufS_2,ECOR53_02396,CDS,155928,156356,-,ECOR53_PROKKA,sufD
3,sufD,ECOR53_02397,CDS,156353,157624,-,ECOR53_PROKKA,sufD
4,sufC,ECOR53_02398,CDS,157599,158345,-,ECOR53_PROKKA,sufD
5,sufB,ECOR53_02399,CDS,158355,159842,-,ECOR53_PROKKA,sufD
6,sufA,ECOR53_02400,CDS,159851,160219,-,ECOR53_PROKKA,sufD
7,nan,ECOR53_02401,CDS,160768,160956,-,ECOR53_PROKKA,sufD
8,menI,ECOR53_02402,CDS,161056,161466,-,ECOR53_PROKKA,sufD
9,nan,ECOR53_02403,CDS,161463,164519,-,ECOR53_PROKKA,sufD
10,ydiK,ECOR53_02404,CDS,164733,165845,+,ECOR53_PROKKA,sufD
-9,nan,nan,CDS,13629,14027,+,KE25,tdk
-8,nan,nan,CDS,14142,14774,+,KE25,tdk
-7,nan,nan,CDS,14778,14939,-,KE25,tdk
-6,nan,nan,CDS,15167,15439,+,KE25,tdk
-5,purU,nan,CDS,15818,16660,-,KE25,tdk
-4,nan,nan,CDS,16710,17168,-,KE25,tdk
-3,nan,nan,CDS,17242,18186,+,KE25,tdk
-2,rssB,nan,CDS,18278,19291,+,KE25,tdk
-1,galU,nan,CDS,19493,20401,+,KE25,tdk
1,hns_1,nan,CDS,20546,20959,-,KE25,tdk
2,nan,nan,CDS,21977,23182,-,KE25,tdk
3,adhE,nan,CDS,23307,25982,-,KE25,tdk
4,nan,nan,CDS,26459,27106,+,KE25,tdk
5,nan,nan,CDS,27133,27288,+,KE25,tdk
6,nan,nan,CDS,27264,27425,-,KE25,tdk
7,oppA,nan,CDS,27799,29475,+,KE25,tdk
8,oppB,nan,CDS,29561,30481,+,KE25,tdk
9,oppC,nan,CDS,30496,31404,+,KE25,tdk
10,oppD,nan,CDS,31416,32429,+,KE25,tdk
-9,oppD,ECOR47_03259,CDS,164708,165721,-,ECOR47_PROKKA,tdk
-8,oppC,ECOR47_03260,CDS,165733,166641,-,ECOR47_PROKKA,tdk
-7,oppB,ECOR47_03261,CDS,166656,167576,-,ECOR47_PROKKA,tdk
-6,oppA,ECOR47_03262,CDS,167662,169338,-,ECOR47_PROKKA,tdk
-5,nan,ECOR47_03263,CDS,169577,169873,+,ECOR47_PROKKA,tdk
-4,nan,ECOR47_03264,CDS,169849,170004,-,ECOR47_PROKKA,tdk
-3,nan,ECOR47_03265,CDS,170031,170678,-,ECOR47_PROKKA,tdk
-2,adhE_2,ECOR47_03266,CDS,171155,173830,+,ECOR47_PROKKA,tdk
-1,tdk,ECOR47_03267,CDS,174133,174750,-,ECOR47_PROKKA,tdk
1,hns,ECOR47_03268,CDS,175354,175767,+,ECOR47_PROKKA,tdk
2,galU,ECOR47_03269,CDS,175912,176820,-,ECOR47_PROKKA,tdk
3,rssB,ECOR47_03270,CDS,177022,178035,-,ECOR47_PROKKA,tdk
4,nan,ECOR47_03271,CDS,178127,179032,-,ECOR47_PROKKA,tdk
5,nan,ECOR47_03272,CDS,179145,179603,+,ECOR47_PROKKA,tdk
6,purU,ECOR47_03273,CDS,179653,180495,+,ECOR47_PROKKA,tdk
7,narI,ECOR47_03275,CDS,181280,181957,-,ECOR47_PROKKA,tdk
8,narJ,ECOR47_03276,CDS,181957,182667,-,ECOR47_PROKKA,tdk
9,narH,ECOR47_03277,CDS,182664,184202,-,ECOR47_PROKKA,tdk
10,narG,ECOR47_03278,CDS,184199,187942,-,ECOR47_PROKKA,tdk
-9,rsmA,ECOR47_03544,CDS,169756,170577,+,ECOR47_PROKKA,thi4
-8,apaG,ECOR47_03545,CDS,170580,170957,+,ECOR47_PROKKA,thi4
-7,apaH,ECOR47_03546,CDS,170964,171806,+,ECOR47_PROKKA,thi4
-6,nan,ECOR47_03547,CDS,171884,172498,-,ECOR47_PROKKA,thi4
-5,kefC_1,ECOR47_03548,CDS,172555,174417,-,ECOR47_PROKKA,thi4
-4,kefF_2,ECOR47_03549,CDS,174410,174940,-,ECOR47_PROKKA,thi4
-3,ygcS_2,ECOR47_03550,CDS,175048,176379,-,ECOR47_PROKKA,thi4
-2,fixX_3,ECOR47_03551,CDS,176438,176725,-,ECOR47_PROKKA,thi4
-1,thi4,ECOR47_03552,CDS,176722,178008,-,ECOR47_PROKKA,thi4
1,fixB_3,ECOR47_03553,CDS,178059,179000,-,ECOR47_PROKKA,thi4
2,fixA_3,ECOR47_03554,CDS,179015,179785,-,ECOR47_PROKKA,thi4
3,caiT_2,ECOR47_03555,CDS,180258,181772,+,ECOR47_PROKKA,thi4
4,caiA_2,ECOR47_03556,CDS,181803,182945,+,ECOR47_PROKKA,thi4
5,caiB,ECOR47_03557,CDS,183074,184291,+,ECOR47_PROKKA,thi4
6,caiC,ECOR47_03558,CDS,184365,185918,+,ECOR47_PROKKA,thi4
7,caiD,ECOR47_03559,CDS,186027,186812,+,ECOR47_PROKKA,thi4
8,yrdA_2,ECOR47_03560,CDS,186818,187408,+,ECOR47_PROKKA,thi4
9,nan,ECOR47_03561,CDS,187614,188009,-,ECOR47_PROKKA,thi4
10,nan,ECOR47_03562,CDS,188044,188262,+,ECOR47_PROKKA,thi4
-9,fabZ,2b84de5415a5ca9477dbe99a5510e5bf_393,CDS,212132,212587,+,CFT073,tilS
-8,lpxA,2b84de5415a5ca9477dbe99a5510e5bf_395,CDS,212591,213379,+,CFT073,tilS
-7,lpxB,2b84de5415a5ca9477dbe99a5510e5bf_397,CDS,213379,214527,+,CFT073,tilS
-6,rnhB,2b84de5415a5ca9477dbe99a5510e5bf_399,CDS,214524,215120,+,CFT073,tilS
-5,dnaE,2b84de5415a5ca9477dbe99a5510e5bf_401,CDS,215157,218639,+,CFT073,tilS
-4,accA,2b84de5415a5ca9477dbe99a5510e5bf_403,CDS,218652,219611,+,CFT073,tilS
-3,ldcC,2b84de5415a5ca9477dbe99a5510e5bf_405,CDS,219709,221850,+,CFT073,tilS
-2,yaeR,2b84de5415a5ca9477dbe99a5510e5bf_407,CDS,221907,222296,+,CFT073,tilS
-1,tilS,2b84de5415a5ca9477dbe99a5510e5bf_409,CDS,222361,223673,+,CFT073,tilS
1,rof,2b84de5415a5ca9477dbe99a5510e5bf_411,CDS,223707,223967,-,CFT073,tilS
2,yaeP,2b84de5415a5ca9477dbe99a5510e5bf_413,CDS,223954,224154,-,CFT073,tilS
3,yaeQ,2b84de5415a5ca9477dbe99a5510e5bf_415,CDS,224320,224865,+,CFT073,tilS
4,arfB,2b84de5415a5ca9477dbe99a5510e5bf_417,CDS,224862,225284,+,CFT073,tilS
5,nlpE,2b84de5415a5ca9477dbe99a5510e5bf_419,CDS,225298,226008,+,CFT073,tilS
6,nan,2b84de5415a5ca9477dbe99a5510e5bf_421,CDS,226156,227499,-,CFT073,tilS
7,yaeF,2b84de5415a5ca9477dbe99a5510e5bf_423,CDS,227594,228418,-,CFT073,tilS
8,proS,2b84de5415a5ca9477dbe99a5510e5bf_425,CDS,228471,230189,-,CFT073,tilS
9,tsaA,2b84de5415a5ca9477dbe99a5510e5bf_427,CDS,230300,231007,-,CFT073,tilS
10,rcsF,2b84de5415a5ca9477dbe99a5510e5bf_429,CDS,231004,231408,-,CFT073,tilS
-9,metQ,ECOR47_03402,CDS,2774,3589,+,ECOR47_PROKKA,tilS
-8,rcsF,ECOR47_03403,CDS,3707,4111,+,ECOR47_PROKKA,tilS
-7,trmO,ECOR47_03404,CDS,4108,4815,+,ECOR47_PROKKA,tilS
-6,proS,ECOR47_03405,CDS,4926,6644,+,ECOR47_PROKKA,tilS
-5,nan,ECOR47_03406,CDS,6697,7521,+,ECOR47_PROKKA,tilS
-4,nlpE,ECOR47_03407,CDS,7551,8261,-,ECOR47_PROKKA,tilS
-3,arfB,ECOR47_03408,CDS,8275,8697,-,ECOR47_PROKKA,tilS
-2,yaeQ,ECOR47_03409,CDS,8694,9239,-,ECOR47_PROKKA,tilS
-1,nan,ECOR47_03410,CDS,9405,9605,+,ECOR47_PROKKA,tilS
1,rof,ECOR47_03411,CDS,9592,9852,+,ECOR47_PROKKA,tilS
2,tilS,ECOR47_03412,CDS,9901,11196,-,ECOR47_PROKKA,tilS
3,cetB,ECOR47_03413,CDS,11261,11650,-,ECOR47_PROKKA,tilS
4,ldcC,ECOR47_03414,CDS,11707,13848,-,ECOR47_PROKKA,tilS
5,accA,ECOR47_03415,CDS,13947,14906,-,ECOR47_PROKKA,tilS
6,dnaE,ECOR47_03416,CDS,14919,18401,-,ECOR47_PROKKA,tilS
7,rnhB,ECOR47_03417,CDS,18438,19034,-,ECOR47_PROKKA,tilS
8,lpxB,ECOR47_03418,CDS,19031,20179,-,ECOR47_PROKKA,tilS
9,lpxA,ECOR47_03419,CDS,20179,20967,-,ECOR47_PROKKA,tilS
10,fabZ,ECOR47_03420,CDS,20971,21426,-,ECOR47_PROKKA,tilS
-9,yjfF,ECOR47_02069,CDS,28531,29526,+,ECOR47_PROKKA,treC
-8,fbp,ECOR47_02070,CDS,29559,30557,-,ECOR47_PROKKA,treC
-7,mpl,ECOR47_02071,CDS,30733,32106,+,ECOR47_PROKKA,treC
-6,nan,ECOR47_02072,CDS,32189,32740,-,ECOR47_PROKKA,treC
-5,pmbA,ECOR47_02073,CDS,32834,34186,+,ECOR47_PROKKA,treC
-4,cybC,ECOR47_02074,CDS,34242,34628,+,ECOR47_PROKKA,treC
-3,relB,ECOR47_02075,CDS,34820,35062,+,ECOR47_PROKKA,treC
-2,relE,ECOR47_02076,CDS,35052,35342,+,ECOR47_PROKKA,treC
-1,nrdG,ECOR47_02077,CDS,35343,35807,-,ECOR47_PROKKA,treC
1,nrdD,ECOR47_02078,CDS,35987,38125,-,ECOR47_PROKKA,treC
2,treC,ECOR47_02079,CDS,38519,40174,-,ECOR47_PROKKA,treC
3,treB,ECOR47_02080,CDS,40224,41645,-,ECOR47_PROKKA,treC
4,treR,ECOR47_02081,CDS,41764,42711,-,ECOR47_PROKKA,treC
5,mgtA,ECOR47_02082,CDS,43090,45786,+,ECOR47_PROKKA,treC
6,ridA,ECOR47_02083,CDS,45992,46378,-,ECOR47_PROKKA,treC
7,pyrI,ECOR47_02084,CDS,46451,46912,-,ECOR47_PROKKA,treC
8,pyrB,ECOR47_02085,CDS,46925,47860,-,ECOR47_PROKKA,treC
9,yjgH,ECOR47_02086,CDS,48279,48674,-,ECOR47_PROKKA,treC
10,bdcA,ECOR47_02087,CDS,48805,49518,-,ECOR47_PROKKA,treC
-9,nan,ECOR53_00577,CDS,102954,103469,+,ECOR53_PROKKA,treC
-8,fbp,ECOR53_00578,CDS,103509,104507,-,ECOR53_PROKKA,treC
-7,mpl,ECOR53_00579,CDS,104683,106056,+,ECOR53_PROKKA,treC
-6,nan,ECOR53_00580,CDS,106236,106787,-,ECOR53_PROKKA,treC
-5,pmbA,ECOR53_00581,CDS,106881,108233,+,ECOR53_PROKKA,treC
-4,cybC,ECOR53_00582,CDS,108292,108678,+,ECOR53_PROKKA,treC
-3,relB,ECOR53_00583,CDS,108868,109110,+,ECOR53_PROKKA,treC
-2,relE,ECOR53_00584,CDS,109141,109389,+,ECOR53_PROKKA,treC
-1,nrdG,ECOR53_00585,CDS,109390,109854,-,ECOR53_PROKKA,treC
1,nrdD,ECOR53_00586,CDS,109939,112077,-,ECOR53_PROKKA,treC
2,treC,ECOR53_00587,CDS,112470,114125,-,ECOR53_PROKKA,treC
3,treB,ECOR53_00588,CDS,114175,115593,-,ECOR53_PROKKA,treC
4,treR,ECOR53_00589,CDS,115715,116662,-,ECOR53_PROKKA,treC
5,mgtA,ECOR53_00590,CDS,117032,119728,+,ECOR53_PROKKA,treC
6,nan,ECOR53_00591,CDS,119773,120228,-,ECOR53_PROKKA,treC
7,ridA,ECOR53_00592,CDS,120295,120681,-,ECOR53_PROKKA,treC
8,pyrI,ECOR53_00593,CDS,120754,121215,-,ECOR53_PROKKA,treC
9,pyrB,ECOR53_00594,CDS,121228,122163,-,ECOR53_PROKKA,treC
10,tabA_1,ECOR53_00595,CDS,122565,123017,+,ECOR53_PROKKA,treC
-9,ydgC,ECOR47_01039,CDS,100575,100910,-,ECOR47_PROKKA,uidA
-8,rstA,ECOR47_01040,CDS,101039,101758,+,ECOR47_PROKKA,uidA
-7,rstB,ECOR47_01041,CDS,101762,103063,+,ECOR47_PROKKA,uidA
-6,tus,ECOR47_01042,CDS,103139,104068,+,ECOR47_PROKKA,uidA
-5,fumC,ECOR47_01043,CDS,104065,105468,-,ECOR47_PROKKA,uidA
-4,fumA_1,ECOR47_01044,CDS,105611,107257,-,ECOR47_PROKKA,uidA
-3,manA,ECOR47_01045,CDS,107456,108631,+,ECOR47_PROKKA,uidA
-2,ydgA_1,ECOR47_01046,CDS,108732,110240,+,ECOR47_PROKKA,uidA
-1,uidC,ECOR47_01047,CDS,110285,111550,-,ECOR47_PROKKA,uidA
1,uidB,ECOR47_01048,CDS,111589,112962,-,ECOR47_PROKKA,uidA
2,uidA,ECOR47_01049,CDS,112959,114770,-,ECOR47_PROKKA,uidA
3,betI_1,ECOR47_01050,CDS,115161,115739,-,ECOR47_PROKKA,uidA
4,hdhA,ECOR47_01051,CDS,115972,116739,-,ECOR47_PROKKA,uidA
5,malI,ECOR47_01052,CDS,116851,117879,-,ECOR47_PROKKA,uidA
6,malX,ECOR47_01053,CDS,118054,119646,+,ECOR47_PROKKA,uidA
7,malY,ECOR47_01054,CDS,119656,120828,+,ECOR47_PROKKA,uidA
8,add,ECOR47_01055,CDS,120932,121933,+,ECOR47_PROKKA,uidA
9,ydgJ,ECOR47_01056,CDS,121969,123009,-,ECOR47_PROKKA,uidA
10,cnu,ECOR47_01057,CDS,123650,123865,+,ECOR47_PROKKA,uidA
-9,rstA,ECOR47_01040,CDS,101039,101758,+,ECOR47_PROKKA,uidR
-8,rstB,ECOR47_01041,CDS,101762,103063,+,ECOR47_PROKKA,uidR
-7,tus,ECOR47_01042,CDS,103139,104068,+,ECOR47_PROKKA,uidR
-6,fumC,ECOR47_01043,CDS,104065,105468,-,ECOR47_PROKKA,uidR
-5,fumA_1,ECOR47_01044,CDS,105611,107257,-,ECOR47_PROKKA,uidR
-4,manA,ECOR47_01045,CDS,107456,108631,+,ECOR47_PROKKA,uidR
-3,ydgA_1,ECOR47_01046,CDS,108732,110240,+,ECOR47_PROKKA,uidR
-2,uidC,ECOR47_01047,CDS,110285,111550,-,ECOR47_PROKKA,uidR
-1,uidB,ECOR47_01048,CDS,111589,112962,-,ECOR47_PROKKA,uidR
1,uidA,ECOR47_01049,CDS,112959,114770,-,ECOR47_PROKKA,uidR
2,betI_1,ECOR47_01050,CDS,115161,115739,-,ECOR47_PROKKA,uidR
3,hdhA,ECOR47_01051,CDS,115972,116739,-,ECOR47_PROKKA,uidR
4,malI,ECOR47_01052,CDS,116851,117879,-,ECOR47_PROKKA,uidR
5,malX,ECOR47_01053,CDS,118054,119646,+,ECOR47_PROKKA,uidR
6,malY,ECOR47_01054,CDS,119656,120828,+,ECOR47_PROKKA,uidR
7,add,ECOR47_01055,CDS,120932,121933,+,ECOR47_PROKKA,uidR
8,ydgJ,ECOR47_01056,CDS,121969,123009,-,ECOR47_PROKKA,uidR
9,cnu,ECOR47_01057,CDS,123650,123865,+,ECOR47_PROKKA,uidR
10,ydgK,ECOR47_01058,CDS,123951,124391,+,ECOR47_PROKKA,uidR
-9,ogt,ECOR47_03179,CDS,84868,85383,+,ECOR47_PROKKA,wcaG
-8,fnr,ECOR47_03180,CDS,85578,86330,+,ECOR47_PROKKA,wcaG
-7,uspE,ECOR47_03181,CDS,86482,87432,+,ECOR47_PROKKA,wcaG
-6,nan,ECOR47_03182,CDS,87482,87739,-,ECOR47_PROKKA,wcaG
-5,ynaI,ECOR47_03183,CDS,87983,89014,+,ECOR47_PROKKA,wcaG
-4,mppA,ECOR47_03184,CDS,89065,90678,-,ECOR47_PROKKA,wcaG
-3,pgrR_5,ECOR47_03185,CDS,91015,91914,-,ECOR47_PROKKA,wcaG
-2,ycjY_2,ECOR47_03186,CDS,92052,92972,+,ECOR47_PROKKA,wcaG
-1,nan,ECOR47_03187,CDS,93043,93681,+,ECOR47_PROKKA,wcaG
1,mpaA,ECOR47_03188,CDS,93972,94700,+,ECOR47_PROKKA,wcaG
2,ycjG,ECOR47_03189,CDS,94675,95640,-,ECOR47_PROKKA,wcaG
3,tpx,ECOR47_03190,CDS,95759,96265,+,ECOR47_PROKKA,wcaG
4,tyrR,ECOR47_03191,CDS,96309,97850,-,ECOR47_PROKKA,wcaG
5,nan,ECOR47_03192,CDS,97998,99059,-,ECOR47_PROKKA,wcaG
6,ycjX,ECOR47_03193,CDS,99056,100453,-,ECOR47_PROKKA,wcaG
7,pspE,ECOR47_03194,CDS,100572,100886,-,ECOR47_PROKKA,wcaG
8,pspD,ECOR47_03195,CDS,100961,101182,-,ECOR47_PROKKA,wcaG
9,pspC,ECOR47_03196,CDS,101191,101550,-,ECOR47_PROKKA,wcaG
10,pspB_1,ECOR47_03197,CDS,101550,101774,-,ECOR47_PROKKA,wcaG
-9,ycjU,ECOR66_03248,CDS,321921,322580,+,ECOR66_PROKKA,wcaG
-8,msmX,ECOR66_03249,CDS,322594,323676,+,ECOR66_PROKKA,wcaG
-7,ompG,ECOR66_03250,CDS,323721,324626,+,ECOR66_PROKKA,wcaG
-6,ccpA,ECOR66_03251,CDS,324677,325675,-,ECOR66_PROKKA,wcaG
-5,ycjX,ECOR66_03252,CDS,325831,327228,+,ECOR66_PROKKA,wcaG
-4,nan,ECOR66_03253,CDS,327225,328286,+,ECOR66_PROKKA,wcaG
-3,tyrR,ECOR66_03254,CDS,328434,329975,+,ECOR66_PROKKA,wcaG
-2,tpx,ECOR66_03255,CDS,330019,330525,-,ECOR66_PROKKA,wcaG
-1,ycjG,ECOR66_03256,CDS,330644,331609,+,ECOR66_PROKKA,wcaG
1,mpaA,ECOR66_03257,CDS,331584,332312,-,ECOR66_PROKKA,wcaG
2,nan,ECOR66_03258,CDS,332551,332673,-,ECOR66_PROKKA,wcaG
